case_id,score,recon,kl,y_true
4507026248_00060,0.0739636,0.029441092,0.011130627,0
4507026249_00010,0.2584497,0.2314199,0.006757448,0
4507026249_00020,0.24937616,0.22234637,0.006757448,0
4507026252_00010,0.37423998,0.1348861,0.059838474,0
4507026254_00010,1.233289,1.0526162,0.04516819,0
4507026254_00020,0.7337333,0.55306053,0.04516819,0
4507026255_00010,0.11707279,0.09240374,0.0061672623,0
4507026258_00030,1.1614847,0.5055755,0.16397732,0
4507026261_00020,0.48321202,0.1447208,0.08462281,0
4507026262_00010,1.451945,1.4274247,0.0061300662,0
4507026262_00020,1.6719177,1.6347319,0.009296452,0
4507026263_00010,0.09570596,0.07230319,0.0058506937,0
4507026264_00010,0.079539895,0.034998834,0.011135265,0
4507026265_00010,0.62062424,0.57216334,0.012115227,0
4507026266_00010,0.4946529,0.47003582,0.006154272,0
4507026266_00020,0.064768285,0.032365665,0.008100654,0
4507026269_00010,0.18466839,0.15254122,0.008031791,0
4507026269_00020,0.2095818,0.14313094,0.016612716,0
4507026269_00030,0.19513384,0.12868297,0.016612716,0
4507026270_00010,0.16827121,0.14198346,0.0065719355,0
4507026271_00010,0.2735591,0.17488569,0.024668347,0
4507026271_00020,0.29502097,0.19634758,0.024668347,0
4507026272_00010,0.08575936,0.06216079,0.0058996407,0
4507026275_00010,0.51413107,0.4829498,0.007795314,0
4507026276_00010,0.30442557,0.27685273,0.00689321,0
4507026278_00010,0.4091681,0.33691522,0.018063217,0
4507026280_00010,6.984983,0.9818217,1.5007904,0
4507026281_00010,0.25506225,0.23738344,0.004419701,0
4507026282_00010,0.72232485,0.5833609,0.034740992,0
4507026283_00010,0.39906958,0.27709204,0.030494384,0
4507026284_00010,0.30532128,0.27909318,0.006557023,0
4507026285_00010,0.28214172,0.25617898,0.006490684,0
4507026285_00020,0.078431636,0.0524689,0.006490684,0
4507026293_00010,0.094653405,0.070639975,0.0060033575,0
4507026293_00020,0.18648218,0.16246875,0.0060033575,0
4507026294_00010,0.4648134,0.3515123,0.028325276,0
4507026295_00010,2.3919435,1.7375855,0.1635895,0
4507026295_00020,2.086867,1.4593267,0.15688509,0
4507026295_00030,1.8871665,1.2513611,0.15895134,0
4507026295_00040,0.974224,0.34682858,0.15684885,0
4507026295_00050,1.8631485,1.2087904,0.1635895,0
4507026295_00070,1.3381635,0.7014668,0.15917417,0
4507026295_00080,2.043794,1.3884959,0.1638245,0
4507026295_00090,1.6840857,1.0287877,0.1638245,0
4507026295_00100,2.3050923,1.6516775,0.16335373,0
4507026295_00110,1.2799273,0.6442601,0.15891677,0
4507026295_00120,2.2295551,1.5942465,0.15882717,0
4507026295_00130,0.696742,0.06004531,0.15917417,0
4507026295_00140,0.8761273,0.24032193,0.15895134,0
4507026295_00150,2.7892637,2.1349056,0.1635895,0
4507026295_00160,1.3059087,0.6702416,0.15891677,0
4507026295_00170,1.2320272,0.5953305,0.15917417,0
4507026295_00180,3.1014535,2.4661448,0.15882717,0
4507026295_00190,0.8594895,0.22368415,0.15895134,0
4507026295_00200,0.7030037,0.06719833,0.15895134,0
4507026295_00210,1.018374,0.3630759,0.1638245,0
4507026295_00220,1.6353937,0.99869704,0.15917417,0
4507026295_00230,2.5354686,1.8987814,0.15917176,0
4507026295_00240,0.74192,0.10597003,0.15898749,0
4507026295_00250,1.4597874,0.8238374,0.15898749,0
4507026295_00260,1.0472686,0.4113186,0.15898749,0
4507026295_00270,1.6195421,1.0718112,0.13693275,0
4507026295_00280,1.0960145,0.4419656,0.16351223,0
4507026301_00010,0.06761825,0.041808024,0.006452556,0
4507026301_00020,0.17753848,0.15172826,0.006452556,0
4507026302_00010,0.3098138,0.2682497,0.01039103,0
4507026302_00020,0.09174502,0.050270386,0.010368658,0
4507026302_00030,0.20151918,0.16312397,0.009598803,0
4507026302_00040,0.37156537,0.33315456,0.009602702,0
4507026304_00010,0.10392376,0.06565059,0.009568293,0
4507026304_00020,0.08018856,0.041915383,0.009568293,0
4507026304_00030,0.05201039,0.01373722,0.009568293,0
4507026310_00010,0.40706012,0.3901819,0.004219557,0
4507026310_00020,0.24016385,0.22328562,0.004219557,0
4507026310_00030,0.26039064,0.24351242,0.004219557,0
4507026311_00010,0.61081696,0.56918,0.010409232,0
4507026319_00010,0.3553124,0.33317393,0.0055346154,0
4507026322_00010,0.29099303,0.26738712,0.0059014773,0
4507026324_00010,0.24664883,0.21937369,0.0068187853,0
4507026328_00010,0.38020763,0.26745605,0.028187893,0
4507026330_00010,0.10948176,0.073903166,0.008894648,0
4507026332_00010,0.7908634,0.7315805,0.014820731,0
4507026333_00010,0.12684444,0.08859804,0.009561598,0
4507026334_00010,0.8107537,0.73206484,0.019672219,0
4507026335_00010,0.06526616,0.04031316,0.00623825,0
4507026336_00010,0.77189034,0.68838024,0.02087753,0
4507026337_00010,0.49267295,0.4579862,0.008671686,0
4507026339_00010,0.4749246,0.44448614,0.007609614,0
4507026341_00010,0.12033375,0.08881042,0.007880833,0
4507026342_00010,1.0575804,0.94442993,0.028287612,0
4507026343_00010,0.36990312,0.31723186,0.013167811,0
4507026344_00010,0.37975034,0.35061958,0.0072826874,0
4507026344_00020,0.31860372,0.28914723,0.007364126,0
4507026344_00030,0.31212,0.28266394,0.007364013,0
4507026344_00040,0.24580827,0.2163526,0.0073639173,0
4507026344_00050,0.22020859,0.19075376,0.007363705,0
4507026344_00060,0.41937312,0.38991874,0.0073635927,0
4507026344_00070,0.5325367,0.50308275,0.007363489,0
4507026344_00080,0.27122617,0.24177305,0.0073632766,0
4507026344_00090,0.29928142,0.2698288,0.0073631555,0
4507026344_00100,1.005611,0.93714947,0.017115379,0
4507026344_00110,0.4330646,0.4036124,0.0073630544,0
4507026344_00120,0.3453943,0.3159429,0.0073628523,0
4507026344_00130,1.0254788,0.95701957,0.017114826,0
4507026345_00010,0.6199602,0.59219474,0.0069413693,0
4507026345_00020,0.15783584,0.13009508,0.0069351885,0
4507026349_00010,1.3327043,1.2902186,0.010621436,0
4507026350_00010,1.5381309,1.3659519,0.043044757,0
4507026350_00020,0.89523214,0.85187155,0.010840141,0
4507026351_00010,0.22553498,0.16635795,0.014794257,0
4507026351_00020,0.16707714,0.10789827,0.014794718,0
4507026351_00030,0.13036962,0.071188904,0.0147951795,0
4507026351_00040,0.15549456,0.09631305,0.014795376,0
4507026351_00050,0.24683353,0.18765111,0.014795606,0
4507026351_00060,0.2081531,0.14923866,0.0147286095,0
4507026351_00070,0.22189835,0.1627097,0.014797161,0
4507026351_00080,0.26190346,0.20271118,0.014798071,0
4507026351_00090,0.11591642,0.05672236,0.0147985155,0
4507026351_00110,6.777563,0.40976417,1.5919497,0
4507026351_00120,0.45947433,0.38755426,0.017980017,0
4507026352_00010,2.7684944,2.6657405,0.025688464,0
4507026352_00020,2.6420236,2.5502973,0.022931583,0
4507026352_00030,1.4056466,1.3320615,0.018396245,0
4507026352_00040,1.8029559,1.7066194,0.024084114,0
4507026352_00050,1.7543871,1.662664,0.022930766,0
4507026352_00060,1.3530846,1.2794983,0.01839657,0
4507026352_00070,1.8022897,1.7059432,0.024086636,0
4507026352_00080,1.289704,1.2128458,0.019214554,0
4507026352_00090,2.3255148,2.2219493,0.025891373,0
4507026353_00010,1.0293854,0.94504464,0.021085208,0
4507026354_00010,0.16548601,0.14497802,0.0051269997,0
4507026355_00010,1.677262,1.6274976,0.012441093,0
4507026357_00010,2.9558873,2.4452922,0.12764877,0
4507026357_00020,1.0117188,0.50112367,0.12764877,0
4507026358_00010,1.2528993,0.7657885,0.12177769,0
4507026359_00010,0.36677623,0.33675578,0.0075051137,0
4507026359_00020,0.16148111,0.1247912,0.009172481,0
4507026360_00010,0.30412903,0.26716393,0.009241278,0
4507026360_00020,0.53711265,0.50003,0.009270662,0
4507026362_00010,0.36529475,0.34829608,0.0042496733,0
4507026363_00010,2.4600868,1.8183308,0.16043898,0
4507026363_00020,0.567868,0.45397308,0.028473731,0
4507026363_00030,1.8181303,1.2178718,0.1500646,0
4507026363_00040,2.379269,1.7178366,0.16535807,0
4507026363_00050,2.0701213,1.408689,0.16535807,0
4507026363_00060,1.5297894,0.86928964,0.16512495,0
4507026363_00070,0.9292388,0.31417468,0.15376602,0
4507026363_00080,1.9059336,1.3056751,0.1500646,0
4507026363_00090,2.6659057,2.005406,0.16512495,0
4507026363_00100,1.2019131,0.54141325,0.16512495,0
4507026363_00110,1.6855321,1.0240998,0.16535807,0
4507026363_00120,0.8762535,0.27599505,0.1500646,0
4507026363_00130,1.9118478,1.2504156,0.16535807,0
4507026363_00140,1.058131,0.39669877,0.16535807,0
4507026363_00150,0.9295001,0.26806787,0.16535807,0
4507026363_00160,1.9732832,1.3118509,0.16535807,0
4507026363_00170,0.81843305,0.15700075,0.16535807,0
4507026363_00180,1.0658431,0.40441084,0.16535807,0
4507026363_00190,3.2611341,2.6006343,0.16512495,0
4507026363_00200,1.1018176,0.44038537,0.16535807,0
4507026363_00220,2.8634627,2.2029629,0.16512495,0
4507026363_00230,1.3580816,0.6966493,0.16535807,0
4507026363_00240,1.1119825,0.4969184,0.15376602,0
4507026364_00010,0.7131249,0.2782847,0.10871004,0
4507026364_00020,0.48642766,0.051587485,0.10871004,0
4507026364_00030,0.55943847,0.1458229,0.10340389,0
4507026364_00040,2.1373389,1.7024987,0.10871004,0
4507026364_00050,1.2771406,0.8423004,0.10871004,0
4507026364_00060,0.5051665,0.09155092,0.10340389,0
4507026364_00070,0.9746537,0.56103814,0.10340389,0
4507026364_00080,0.64156353,0.22794795,0.10340389,0
4507026364_00090,2.1804082,1.7667928,0.10340389,0
4507026364_00110,0.55807793,0.123237744,0.10871004,0
4507026364_00120,2.305908,1.8710679,0.10871004,0
4507026364_00130,1.1063101,0.6714699,0.10871004,0
4507026364_00140,0.8078198,0.3729796,0.10871004,0
4507026364_00150,1.417392,0.9825518,0.10871004,0
4507026364_00160,0.7317289,0.29688877,0.10871004,0
4507026364_00170,1.5443037,1.1094635,0.10871004,0
4507026364_00180,1.2054017,0.77056146,0.10871004,0
4507026364_00190,0.9551909,0.5203507,0.10871004,0
4507026364_00200,0.68902683,0.2541867,0.10871004,0
4507026364_00210,0.7632661,0.32842588,0.10871004,0
4507026364_00220,0.70816886,0.27332872,0.10871004,0
4507026365_00010,0.31039137,0.26573887,0.011163123,0
4507026365_00020,0.10260177,0.05797659,0.011156295,0
4507026366_00010,1.7958772,1.007362,0.19712882,0
4507026369_00010,0.11475024,0.07209044,0.010664951,0
4507026371_00001,22.780563,12.428992,2.5878928,0
4507026374_00001,2.9447181,0.97516125,0.4923892,0
4507026375_00001,0.7368316,0.620383,0.02911214,0
4507026376_00020,0.34908983,0.32551825,0.0058928933,0
4507026377_00010,0.17109676,0.13044867,0.010162022,0
4507026377_00020,0.45665866,0.41601056,0.010162022,0
4507026377_00030,0.22134174,0.18069366,0.010162022,0
4507026377_00040,0.12571076,0.08506266,0.010162022,0
4507026377_00050,0.21308593,0.17243785,0.010162022,0
4507026377_00060,0.23883793,0.22154084,0.004324273,0
4507026377_00070,0.13994862,0.09930053,0.010162022,0
4507026377_00080,0.12614694,0.085498855,0.010162022,0
4507026377_00090,0.1487666,0.10811853,0.010162022,0
4507026377_00100,0.13360304,0.09295495,0.010162022,0
4507026377_00110,0.15157475,0.11092666,0.010162022,0
4507026377_00120,0.22334372,0.18269563,0.010162022,0
4507026377_00130,0.53992784,0.49927977,0.010162022,0
4507026378_00001,3.374849,3.1476882,0.056790248,0
4507026379_00010,0.26857287,0.2427107,0.006465545,0
4507026379_00020,0.71743816,0.6840331,0.008351263,0
4507026379_00030,0.40696526,0.38110307,0.006465545,0
4507026379_00040,0.16524097,0.1393788,0.006465545,0
4507026379_00050,0.19556253,0.16215748,0.008351263,0
4507026379_00060,0.24918896,0.22332679,0.006465545,0
4507026379_00070,0.17547482,0.14961264,0.006465545,0
4507026379_00080,0.16917154,0.14330935,0.006465545,0
4507026379_00090,0.19138399,0.16552182,0.006465545,0
4507026379_00110,0.2634008,0.22999573,0.008351263,0
4507026379_00120,0.16108227,0.1352201,0.006465545,0
4507026379_00130,0.20691678,0.18105459,0.006465545,0
4507026379_00140,0.1722635,0.14640132,0.006465545,0
4507026379_00150,0.18040586,0.15454367,0.006465545,0
4507026379_00160,0.44560075,0.41973856,0.006465545,0
4507026380_00001,3.9878094,3.1864939,0.20032889,0
4507026383_00010,0.44080445,0.34522766,0.023894196,0
4507026385_00010,0.3069651,0.21741253,0.022388143,0
4507026386_00010,5.2147107,1.2029783,1.0029331,0
4507026386_00020,9.110914,5.1013517,1.0023907,0
4507026387_00010,4.428094,3.3035843,0.28112745,0
4507026387_00020,3.8971329,1.3922204,0.6262281,0
4507026387_00030,2.8835976,0.37868524,0.6262281,0
4507026388_00010,6.027163,1.6890641,1.0845248,0
4507026392_00010,5.9167166,1.720073,1.0491608,0
4507026392_00020,0.29157954,0.26761,0.005992384,0
4507026393_00010,0.39948356,0.31819963,0.020320985,0
4507026394_00010,3.8908954,2.6904297,0.30011642,0
4507026395_00010,0.42262846,0.39615414,0.006618579,0
4507026396_00010,0.46843964,0.43269217,0.008936871,0
4507026396_00020,0.3835039,0.34775645,0.008936871,0
4507026396_00030,0.562011,0.52626354,0.008936871,0
4507026397_00010,1.341003,1.284952,0.014012726,0
4507026399_00010,0.28812283,0.2504818,0.009410258,0
4507026400_00010,0.71920526,0.57782257,0.03534567,0
4507026402_00010,0.035605077,0.009722214,0.0064707156,0
4507026402_00020,0.63862395,0.61384815,0.0061939526,0
4507026404_00010,0.3528096,0.25958958,0.023305008,0
4507026405_00010,0.3791363,0.3510493,0.0070217466,0
4507026406_00010,0.36396122,0.32430544,0.00991394,0
4507026407_00010,4.2278037,4.0672565,0.040136825,0
4507026408_00010,0.7908647,0.44517934,0.08642133,0
4507026409_00010,0.62197304,0.557483,0.016122509,0
4507026409_00020,0.47791696,0.4134269,0.016122509,0
4507026410_00010,0.09965396,0.047694817,0.0129897855,0
4507026411_00010,0.13507147,0.108557194,0.00662857,0
4507026411_00020,0.109026894,0.08251262,0.00662857,0
4507026412_00010,1.5150595,1.4143525,0.025176743,0
4507026413_00010,0.4185498,0.33375674,0.021198265,0
4507026415_00010,0.3266027,0.30046964,0.0065332665,0
4507026417_00010,0.36789995,0.34188065,0.0065048295,0
4507026418_00010,0.13022529,0.102772266,0.006863256,0
4507026419_00010,0.07324116,0.02907833,0.011040707,0
4507026420_00010,1.5206563,1.2971675,0.055872202,0
4507026421_00010,1.040411,0.9137385,0.03166814,0
4507026421_00020,0.46215317,0.3354806,0.03166814,0
4507026421_00030,1.3797402,1.240939,0.03470032,0
4507026421_00040,0.6035346,0.476862,0.03166814,0
4507026422_00010,2.2441425,2.0892699,0.03871819,0
4507026423_00010,2.756927,2.6310399,0.03147177,0
4507026423_00020,0.65590596,0.4919068,0.040999793,0
4507026423_00030,0.35535207,0.17501646,0.045083903,0
4507026424_00010,2.6691034,2.3256006,0.08587568,0
4507026424_00020,0.7973771,0.7277685,0.017402157,0
4507026425_00010,0.70382196,0.26081434,0.110751905,0
4507026426_00010,2.8967693,2.6501625,0.0616517,0
4507026427_00010,2.6174216,2.3800366,0.05934625,0
4507026427_00020,0.64249647,0.40316027,0.059834044,0
4507026431_00010,0.64731354,0.5945017,0.0132029615,0
4507026431_00020,0.54724973,0.4944379,0.0132029615,0
4507026432_00010,0.58217686,0.5468152,0.008840417,0
4507026434_00010,0.14518416,0.11911377,0.0065175956,0
4507026434_00020,0.085389644,0.059319258,0.0065175956,0
4507026434_00030,0.08774763,0.06167725,0.0065175956,0
4507026434_00040,0.33839458,0.3123242,0.0065175956,0
4507026434_00050,0.08753255,0.061462164,0.0065175956,0
4507026434_00060,0.109445795,0.08337542,0.0065175956,0
4507026434_00070,0.2888368,0.26276642,0.0065175956,0
4507026435_00001,3.5452166,1.5526962,0.4981301,0
4507026436_00001,0.36923385,0.33832467,0.007727294,0
4507026437_00010,1.4730817,1.4283831,0.011174638,0
4507026438_00010,2.2855902,2.0033865,0.07055092,0
4507026455_00010,1.1533391,1.114932,0.009601798,0
4507026456_00010,0.59550184,0.5564247,0.009769294,0
4507026463_00001,11.385635,1.6180936,2.4418855,0
4507026464_00001,11.221474,10.13517,0.27157596,0
4507026465_00001,0.105445206,0.082554705,0.0057226242,0
4507026481_00020,0.11972205,0.08830713,0.0078537315,0
4507026481_00030,0.16943078,0.1355564,0.008468594,0
4507026481_00040,0.094856456,0.05702428,0.009458045,0
4507026481_00050,0.27919576,0.24136358,0.009458045,0
4507026481_00060,0.15270849,0.110655874,0.010513152,0
4507026482_00060,0.49928582,0.47769886,0.005396736,0
4507026483_00010,0.9479732,0.9093079,0.009666327,0
4507026483_00020,0.79150033,0.75283504,0.009666327,0
4507026485_00010,0.38863197,0.35876065,0.0074678296,0
4507026486_00010,0.15437363,0.13455865,0.0049537444,0
4507026486_00020,1.3200008,1.2977923,0.005552127,0
4507026486_00030,0.18794595,0.16813096,0.0049537444,0
4507026486_00040,1.4610643,1.4388559,0.005552127,0
4507026486_00050,0.16305141,0.14323643,0.0049537444,0
4507026487_00010,0.25462416,0.238598,0.0040065385,0
4507026487_00020,0.22311641,0.20709026,0.0040065385,0
4507026487_00030,0.2897516,0.27372542,0.0040065385,0
4507026487_00040,0.2623936,0.24636745,0.0040065385,0
4507026487_00050,0.24964663,0.23362048,0.0040065385,0
4507026487_00060,0.22357044,0.20754428,0.0040065385,0
4507026487_00070,0.26285285,0.24682671,0.0040065385,0
4507026487_00080,0.22855482,0.21252866,0.0040065385,0
4507026487_00090,0.2710361,0.25500995,0.0040065385,0
4507026487_00100,0.21113987,0.19511372,0.0040065385,0
4507026487_00110,0.25701076,0.2409846,0.0040065385,0
4507026487_00120,0.25188285,0.2358567,0.0040065385,0
4507026487_00130,0.31075585,0.29472968,0.0040065385,0
4507026487_00140,0.23271306,0.2166869,0.0040065385,0
4507026487_00150,0.20816353,0.19032574,0.0044594463,0
4507026487_00160,0.21551426,0.1994881,0.0040065385,0
4507026487_00170,0.20786963,0.19184348,0.0040065385,0
4507026487_00180,0.25307468,0.23523688,0.0044594463,0
4507026488_00010,0.4623203,0.42494756,0.009343184,0
4507026488_00020,0.59299463,0.5556219,0.009343184,0
4507026488_00030,0.46844557,0.43107283,0.009343184,0
4507026488_00040,0.438814,0.40144128,0.009343184,0
4507026488_00050,0.58014363,0.5427709,0.009343184,0
4507026488_00060,0.40443507,0.36706233,0.009343184,0
4507026488_00070,0.46705705,0.4296843,0.009343184,0
4507026488_00080,0.46512994,0.4277572,0.009343184,0
4507026488_00090,0.39551246,0.35813972,0.009343184,0
4507026488_00100,0.43724313,0.3998704,0.009343184,0
4507026488_00110,0.45717555,0.4198028,0.009343184,0
4507026488_00120,0.39178494,0.3544122,0.009343184,0
4507026488_00130,0.46784285,0.4304701,0.009343184,0
4507026488_00140,0.41615674,0.378784,0.009343184,0
4507026488_00150,0.42624173,0.388869,0.009343184,0
4507026488_00160,0.5365539,0.4991812,0.009343184,0
4507026488_00170,0.4655849,0.42821217,0.009343184,0
4507026488_00180,0.47041056,0.43303782,0.009343184,0
4507026488_00190,0.6010565,0.5636838,0.009343184,0
4507026488_00200,0.4127176,0.37534487,0.009343184,0
4507026488_00210,0.41597956,0.37860683,0.009343184,0
4507026488_00220,0.4295986,0.39222586,0.009343184,0
4507026488_00230,0.41527757,0.37790483,0.009343184,0
4507026488_00240,0.38437998,0.34700724,0.009343184,0
4507026488_00250,0.39699087,0.35961813,0.009343184,0
4507026488_00260,0.5408698,0.50349706,0.009343184,0
4507026488_00270,0.44791484,0.4105421,0.009343184,0
4507026488_00280,0.46655253,0.4291798,0.009343184,0
4507026488_00290,0.4243465,0.38697377,0.009343184,0
4507026488_00300,0.47425082,0.4368781,0.009343184,0
4507026488_00310,0.38192752,0.34455478,0.009343184,0
4507026488_00320,0.4105426,0.37316987,0.009343184,0
4507026488_00330,0.38084367,0.34347096,0.009343178,0
4507026488_00340,0.43997368,0.40260094,0.009343184,0
4507026488_00350,0.4877923,0.45041957,0.009343184,0
4507026488_00360,0.48913214,0.4517594,0.009343187,0
4507026488_00370,0.3903921,0.35301936,0.009343187,0
4507026488_00380,0.5523369,0.51496416,0.009343184,0
4507026488_00390,3.2455132,3.2081404,0.009343184,0
4507026489_00010,0.5080907,0.40035895,0.026932927,0
4507026490_00010,0.44237238,0.33132413,0.027762063,0
4507026490_00020,0.5044857,0.39343747,0.027762063,0
4507026490_00030,0.37135428,0.26030603,0.027762063,0
4507026490_00040,0.7860838,0.6750356,0.027762063,0
4507026490_00050,0.49247697,0.38142872,0.027762063,0
4507026490_00060,0.29956484,0.18851659,0.027762063,0
4507026490_00070,0.42818087,0.31713262,0.027762063,0
4507026490_00080,0.70868623,0.59763795,0.027762063,0
4507026490_00090,1.0835747,0.97252643,0.027762063,0
4507026490_00100,0.43173492,0.32068667,0.027762063,0
4507026490_00110,0.610789,0.49974075,0.027762063,0
4507026490_00120,0.58433485,0.47328663,0.027762063,0
4507026490_00130,0.4273112,0.31626296,0.027762063,0
4507026490_00140,1.7626334,1.6515852,0.027762063,0
4507026490_00150,0.43493024,0.32388198,0.027762063,0
4507026490_00160,0.48386335,0.3728151,0.027762063,0
4507026490_00170,0.51654524,0.40549698,0.027762063,0
4507026490_00180,0.57522905,0.4641808,0.027762063,0
4507026490_00190,0.68514323,0.574095,0.027762063,0
4507026490_00200,0.7743037,0.6632554,0.027762063,0
4507026490_00210,0.4791166,0.36806834,0.027762063,0
4507026490_00220,0.44739532,0.33634707,0.027762063,0
4507026490_00230,0.66941595,0.55836767,0.027762063,0
4507026490_00240,0.32903135,0.21798308,0.027762063,0
4507026490_00250,0.7027786,0.59173036,0.027762063,0
4507026490_00260,0.46384922,0.35280097,0.027762063,0
4507026490_00270,0.74298894,0.63194066,0.027762063,0
4507026492_00010,0.16299525,0.1406732,0.005580512,0
4507026492_00020,0.13562788,0.1139804,0.0054118712,0
4507026492_00030,0.12135333,0.099705845,0.0054118712,0
4507026492_00040,0.13656387,0.11491638,0.0054118712,0
4507026492_00050,0.12907784,0.107430354,0.0054118712,0
4507026493_00010,0.06308659,0.024545686,0.009635227,0
4507026493_00020,0.19997752,0.1614366,0.009635227,0
4507026493_00030,0.07835066,0.039809756,0.009635227,0
4507026493_00040,0.06782671,0.029285805,0.009635227,0
4507026494_00010,0.28469518,0.25383368,0.007715372,0
4507026494_00020,0.2556528,0.22479129,0.007715372,0
4507026494_00030,0.23339888,0.2025374,0.007715372,0
4507026494_00040,0.2773539,0.24649242,0.007715372,0
4507026494_00050,0.23192635,0.20106487,0.007715372,0
4507026495_00010,1.1874751,1.1137097,0.018441342,0
4507026496_00010,0.16649342,0.14692266,0.004892689,0
4507026496_00020,0.104392275,0.082352586,0.0055099213,0
4507026496_00030,0.13400145,0.11196176,0.0055099213,0
4507026496_00040,0.13469481,0.11265513,0.0055099213,0
4507026496_00050,0.22888634,0.20803267,0.0052134166,0
4507026496_00060,0.21148741,0.19063374,0.0052134166,0
4507026496_00070,0.20547852,0.18462485,0.0052134166,0
4507026496_00080,0.39881796,0.3779643,0.0052134166,0
4507026496_00090,0.20546053,0.18460687,0.0052134166,0
4507026496_00100,0.31211844,0.29126477,0.0052134166,0
4507026496_00110,0.15611367,0.13612819,0.00499637,0
4507026496_00120,0.24791163,0.22705796,0.0052134166,0
4507026496_00130,0.18202654,0.16161638,0.0051025385,0
4507026496_00140,0.1569599,0.1366593,0.005075152,0
4507026497_00010,1.0702552,0.96572316,0.02613299,0
4507026497_00020,0.72266716,0.6181352,0.02613299,0
4507026497_00030,0.4124334,0.30790144,0.02613299,0
4507026497_00040,0.9241011,0.8195692,0.02613299,0
4507026497_00050,0.6961939,0.59166193,0.02613299,0
4507026497_00060,0.631082,0.52655005,0.02613299,0
4507026497_00070,0.44472587,0.34019393,0.02613299,0
4507026497_00080,0.6777896,0.5732577,0.02613299,0
4507026497_00090,0.3032803,0.19874832,0.02613299,0
4507026497_00100,0.48004258,0.3755106,0.02613299,0
4507026497_00110,0.69773066,0.5931987,0.02613299,0
4507026497_00120,0.54954433,0.44501236,0.02613299,0
4507026497_00130,0.5356919,0.43115997,0.02613299,0
4507026497_00140,0.8422748,0.73774284,0.02613299,0
4507026497_00150,0.6204402,0.51590824,0.02613299,0
4507026498_00010,0.30730706,0.23530777,0.017999822,0
4507026499_00010,0.10770013,0.08520858,0.005622888,0
4507026499_00020,0.0972056,0.07471405,0.005622888,0
4507026499_00030,0.20377463,0.18128307,0.005622888,0
4507026499_00040,0.10107863,0.07858708,0.005622888,0
4507026499_00050,0.09468239,0.072190836,0.005622888,0
4507026499_00060,0.11524968,0.09275814,0.005622885,0
4507026499_00070,0.30412653,0.281635,0.005622885,0
4507026499_00080,0.12300072,0.10050917,0.005622888,0
4507026499_00090,0.120500244,0.09800869,0.005622888,0
4507026499_00100,0.071200356,0.048708834,0.005622881,0
4507026499_00110,0.11210483,0.08961331,0.005622881,0
4507026499_00120,0.12962386,0.107132316,0.005622888,0
4507026499_00130,0.24604714,0.2235556,0.005622888,0
4507026499_00140,0.09098119,0.06848964,0.005622888,0
4507026499_00150,0.23448235,0.2119908,0.005622888,0
4507026499_00160,0.14975405,0.12726249,0.005622888,0
4507026499_00170,0.110910974,0.08841942,0.005622888,0
4507026499_00180,0.10351149,0.08101994,0.005622888,0
4507026499_00190,0.09767694,0.07518539,0.005622888,0
4507026499_00200,0.21982786,0.19932084,0.0051267566,0
4507026499_00210,0.20558912,0.18309757,0.005622888,0
4507026499_00220,0.11390135,0.091409795,0.005622888,0
4507026499_00230,0.20987171,0.18738015,0.005622888,0
4507026499_00240,0.13326633,0.11077477,0.005622888,0
4507026499_00250,0.13076717,0.108275615,0.005622888,0
4507026499_00260,0.24289018,0.22039862,0.005622888,0
4507026499_00270,0.10044078,0.077949226,0.005622888,0
4507026499_00280,0.114375286,0.091883734,0.005622888,0
4507026499_00290,0.09832314,0.075831585,0.005622888,0
4507026499_00300,0.099522635,0.07703108,0.005622888,0
4507026499_00310,0.0905477,0.06805615,0.005622888,0
4507026499_00320,0.1144118,0.09192025,0.005622888,0
4507026500_00010,0.11652157,0.082499824,0.008505436,0
4507026500_00020,0.092747286,0.058724668,0.008505654,0
4507026500_00030,0.13638254,0.10235992,0.008505654,0
4507026500_00040,3.3190126,1.1613632,0.5394123,0
4507026500_00050,0.105470024,0.07144741,0.008505654,0
4507026500_00060,3.063271,1.0599197,0.5008378,0
4507026500_00070,0.09181532,0.05779271,0.008505654,0
4507026500_00080,0.21215233,0.17812972,0.008505654,0
4507026500_00090,0.09007253,0.056050785,0.008505436,0
4507026500_00100,0.087760955,0.053739216,0.008505436,0
4507026500_00110,0.1522179,0.118196145,0.008505436,0
4507026500_00120,0.12191345,0.08789083,0.008505654,0
4507026500_00130,0.09021141,0.05618879,0.008505654,0
4507026500_00140,0.08621481,0.052192193,0.008505654,0
4507026500_00150,0.14000258,0.10597996,0.008505654,0
4507026500_00160,0.122118115,0.08809637,0.008505436,0
4507026500_00170,0.09426774,0.06024513,0.008505654,0
4507026500_00180,0.093527295,0.05950468,0.008505654,0
4507026500_00190,0.29786652,0.2638439,0.008505654,0
4507026500_00200,0.16175552,0.1277329,0.008505654,0
4507026500_00210,0.15605438,0.12203177,0.008505654,0
4507026500_00220,0.08447821,0.050456464,0.008505436,0
4507026500_00230,0.1089353,0.074913554,0.008505436,0
4507026500_00240,0.15358517,0.11956342,0.008505436,0
4507026500_00250,0.09178793,0.057766184,0.008505436,0
4507026500_00260,0.116948865,0.08292712,0.008505436,0
4507026500_00270,1.955764,1.9217415,0.008505654,0
4507026500_00280,0.093078166,0.05905642,0.008505436,0
4507026500_00290,0.09424085,0.06021911,0.008505436,0
